"Item_Number","Name","Year","Theme","Subtheme","Pieces","Minifigures","Image_URL","GBP_MSRP","USD_MSRP","CAD_MSRP","EUR_MSRP","Packaging","Availability"
"5003540","Horizon Express Kit (NA version)",2013,"Advanced Models","Virtual Product Collection",1363,NA,"http://www.1000steine.com/brickset/images/5003540-1.jpg",NA,253.49,NA,NA,"Not specified","Not specified"
"60000","Fire Motorcycle",2013,"City","Fire",40,1,"http://www.1000steine.com/brickset/images/60000-1.jpg",4.99,6.99,8.99,5.99,"Box","Retail"
"60001","Fire Chief Car",2013,"City","Fire",80,2,"http://www.1000steine.com/brickset/images/60001-1.jpg",7.99,11.99,14.99,9.99,"Box","Retail"
"60002","Fire Truck",2013,"City","Fire",209,2,"http://www.1000steine.com/brickset/images/60002-1.jpg",14.99,19.99,24.99,19.99,"Box","Retail"
"60003","Fire Emergency",2013,"City","Fire",301,3,"http://www.1000steine.com/brickset/images/60003-1.jpg",24.99,39.99,49.99,29.99,"Box","Retail"
"60004","Fire Station",2013,"City","Fire",752,5,"http://www.1000steine.com/brickset/images/60004-1.jpg",69.99,99.99,119.99,79.99,"Box","Retail"
"60005","Fire Boat",2013,"City","Fire",222,4,"http://www.1000steine.com/brickset/images/60005-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail - limited"
"60006","Police ATV",2013,"City","Police",51,2,"http://www.1000steine.com/brickset/images/60006-1.jpg",4.99,6.99,8.99,5.99,"Box","Retail"
"60007","High Speed Chase",2013,"City","Police",283,3,"http://www.1000steine.com/brickset/images/60007-1.jpg",19.99,29.99,39.99,29.99,"Box","Retail"
"60008","Museum Break-in",2013,"City","Police",563,6,"http://www.1000steine.com/brickset/images/60008-1.jpg",49.99,69.99,89.99,59.99,"Box","Retail"
"60009","Helicopter Arrest",2013,"City","Police",352,5,"http://www.1000steine.com/brickset/images/60009-1.jpg",39.99,49.99,59.99,49.99,"Box","Retail - limited"
"60010","Fire Helicopter",2013,"City","Fire",232,2,"http://www.1000steine.com/brickset/images/60010-1.jpg",29.99,39.99,49.99,34.99,"Box","Retail - limited"
"60011","Surfer Rescue",2013,"City","Coast Guard",32,2,"http://www.1000steine.com/brickset/images/60011-1.jpg",4.99,6.99,8.99,5.99,"Box","Retail"
"60012","Coast Guard 4x4 & Diving Boat",2013,"City","Coast Guard",128,2,"http://www.1000steine.com/brickset/images/60012-1.jpg",9.99,19.99,24.99,12.99,"Box","Retail"
"60013","Coast Guard Helicopter",2013,"City","Coast Guard",230,4,"http://www.1000steine.com/brickset/images/60013-1.jpg",24.99,39.99,49.99,29.99,"Box","Retail"
"60014","Coast Guard Patrol",2013,"City","Coast Guard",449,6,"http://www.1000steine.com/brickset/images/60014-1.jpg",59.99,79.99,99.99,69.99,"Box","Retail"
"60015","Coast Guard Plane",2013,"City","Coast Guard",279,3,"http://www.1000steine.com/brickset/images/60015-1.jpg",34.99,44.99,59.99,39.99,"Box","Retail - limited"
"60016","Tanker Truck",2013,"City","Traffic",191,1,"http://www.1000steine.com/brickset/images/60016-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60017","Flatbed Truck",2013,"City","Traffic",212,2,"http://www.1000steine.com/brickset/images/60017-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60018","Cement Mixer",2013,"City","Traffic",221,2,"http://www.1000steine.com/brickset/images/60018-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60019","Stunt Plane",2013,"City","Airport",140,2,"http://www.1000steine.com/brickset/images/60019-1.jpg",9.99,19.99,24.99,12.99,"Box","Retail"
"60020","Cargo Truck",2013,"City","Cargo",321,3,"http://www.1000steine.com/brickset/images/60020-1.jpg",24.99,39.99,49.99,29.99,"Box","Retail"
"60021","Cargo Heliplane",2013,"City","Cargo",393,3,"http://www.1000steine.com/brickset/images/60021-1.jpg",34.99,44.99,59.99,39.99,"Box","Retail"
"60022","Cargo Terminal",2013,"City","Cargo",658,5,"http://www.1000steine.com/brickset/images/60022-1.jpg",69.99,99.99,129.99,89.99,"Box","Retail"
"60023","LEGO City Starter Set",2013,"City","Traffic",272,5,"http://www.1000steine.com/brickset/images/60023-1.jpg",19.99,29.99,39.99,24.99,"Box","Retail"
"60024","City Advent Calendar",2013,"City","Seasonal",244,8,"http://www.1000steine.com/brickset/images/60024-1.jpg",19.99,29.99,39.99,19.99,"Box","Retail - limited"
"60025","Grand Prix Truck",2013,"City","Traffic",315,3,"http://www.1000steine.com/brickset/images/60025-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"60026","Town Square",2013,"City","Traffic",914,9,"http://www.1000steine.com/brickset/images/60026-1.jpg",79.99,119.99,149.99,99.99,"Box","Retail"
"60027","Monster Truck Transporter",2013,"City","Traffic",299,3,"http://www.1000steine.com/brickset/images/60027-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"6031640","Chima Promotional Pack",2013,"Legends Of Chima","",5,NA,"http://www.1000steine.com/brickset/images/6031640-1.jpg",0,NA,NA,NA,"Polybag","Promotional"
"6031641","Lion tribe rip-cord and topper",2013,"Legends Of Chima","",2,NA,"http://www.1000steine.com/brickset/images/6031641-1.jpg",0,0,NA,NA,"Polybag","Promotional"
"66474","LEGO Chima Super Pack",2013,"Legends Of Chima"," Product Collection",1081,NA,"http://www.1000steine.com/brickset/images/66474-1.jpg",NA,109.99,NA,NA,"Box","Retail - limited"
"70000","Razcal's Glider",2013,"Legends Of Chima","",109,1,"http://www.1000steine.com/brickset/images/70000-1.jpg",7.99,11.99,14.99,9.99,"Box","Retail"
"70001","Crawley's Claw Ripper",2013,"Legends Of Chima","",139,2,"http://www.1000steine.com/brickset/images/70001-1.jpg",12.99,14.99,19.99,14.99,"Box","Retail"
"70002","Lennox' Lion Attack",2013,"Legends Of Chima","",230,2,"http://www.1000steine.com/brickset/images/70002-1.jpg",17.99,24.99,29.99,19.99,"Box","Retail"
"70003","Eris' Eagle Interceptor",2013,"Legends Of Chima","",348,3,"http://www.1000steine.com/brickset/images/70003-1.jpg",29.99,34.99,39.99,32.99,"Box","Retail"
"70004","Wakz' Pack Tracker",2013,"Legends Of Chima","",297,3,"http://www.1000steine.com/brickset/images/70004-1.jpg",29.99,29.99,39.99,32.99,"Box","Retail"
"70005","Laval's Royal Fighter",2013,"Legends Of Chima","",417,3,"http://www.1000steine.com/brickset/images/70005-1.jpg",39.99,39.99,49.99,39.99,"Box","Retail"
"70006","Cragger's Command Ship",2013,"Legends Of Chima","",609,6,"http://www.1000steine.com/brickset/images/70006-1.jpg",69.99,79.99,99.99,79.99,"Box","Retail"
"70007","Eglor's Twin Bike",2013,"Legends Of Chima","",223,2,"http://www.1000steine.com/brickset/images/70007-1.jpg",19.99,24.99,29.99,19.99,"Not specified","Not specified"
"70008","Gorzan's Gorilla Striker",2013,"Legends Of Chima","",505,4,"http://www.1000steine.com/brickset/images/70008-1.jpg",49.99,49.99,59.99,49.99,"Not specified","Not specified"
"70009","Worriz's Combat Lair",2013,"Legends Of Chima","",664,6,"http://www.1000steine.com/brickset/images/70009-1.jpg",59.99,69.99,89.99,69.99,"Not specified","Not specified"
"70010","The Lion CHI Temple",2013,"Legends Of Chima","",1258,7,"http://www.1000steine.com/brickset/images/70010-1.jpg",99.99,119.99,149.99,119.99,"Not specified","Not specified"
"70011","Eagles' Castle",2013,"Legends Of Chima","Speedorz",369,3,"http://www.1000steine.com/brickset/images/70011-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail - limited"
"70012","Razar's CHI Raider",2013,"Legends Of Chima","",412,3,"http://www.1000steine.com/brickset/images/70012-2.jpg",39.99,39.99,49.99,39.99,"Box","Retail - limited"
"70013","Equila's Ultra Striker",2013,"Legends Of Chima","",339,3,"http://www.1000steine.com/brickset/images/70013-1.jpg",39.99,39.99,49.99,39.99,"Box","Retail - limited"
"70014","The Croc Swamp Hideout",2013,"Legends Of Chima","",647,5,"http://www.1000steine.com/brickset/images/70014-1.jpg",69.99,69.99,89.99,69.99,"Box","Retail"
"70100","Ring of Fire",2013,"Legends Of Chima","Speedorz",83,1,"http://www.1000steine.com/brickset/images/70100-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70101","Target Practice",2013,"Legends Of Chima","Speedorz",101,1,"http://www.1000steine.com/brickset/images/70101-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70102","CHI Waterfall",2013,"Legends Of Chima","Speedorz",106,1,"http://www.1000steine.com/brickset/images/70102-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70103","Boulder Bowling",2013,"Legends Of Chima","Speedorz",93,1,"http://www.1000steine.com/brickset/images/70103-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70104","Jungle Gates",2013,"Legends Of Chima","Speedorz",81,1,"http://www.1000steine.com/brickset/images/70104-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70105","Nest Dive",2013,"Legends Of Chima","Speedorz",97,1,"http://www.1000steine.com/brickset/images/70105-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70106","Ice Tower",2013,"Legends Of Chima","Speedorz",101,1,"http://www.1000steine.com/brickset/images/70106-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70107","Skunk Attack",2013,"Legends Of Chima","Speedorz",97,1,"http://www.1000steine.com/brickset/images/70107-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70108","Royal Roost",2013,"Legends Of Chima","Speedorz",105,1,"http://www.1000steine.com/brickset/images/70108-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70109","Whirling Vines",2013,"Legends Of Chima","Speedorz",77,1,"http://www.1000steine.com/brickset/images/70109-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70110","Tower Target",2013,"Legends Of Chima","Speedorz",92,1,"http://www.1000steine.com/brickset/images/70110-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70111","Swamp Jump",2013,"Legends Of Chima","Speedorz",91,1,"http://www.1000steine.com/brickset/images/70111-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70112","Croc Chomp",2013,"Legends Of Chima","Speedorz",105,1,"http://www.1000steine.com/brickset/images/70112-1.jpg",9.99,14.99,19.99,14.99,"Blister pack","Retail"
"70113","CHI Battles",2013,"Legends Of Chima","Speedorz",92,2,"http://www.1000steine.com/brickset/images/70113-1.jpg",14.99,19.99,24.99,19.99,"Blister pack","Retail"
"70114","Sky Joust",2013,"Legends Of Chima","Speedorz",117,2,"http://www.1000steine.com/brickset/images/70114-1.jpg",14.99,19.99,24.99,19.99,"Blister pack","Retail"
"70115","Ultimate Speedor Tournament",2013,"Legends Of Chima","Speedorz",246,2,"http://www.1000steine.com/brickset/images/70115-1.jpg",19.99,29.99,39.99,29.99,"Box","Retail"
"70200","CHI Laval",2013,"Legends Of Chima","Constraction",55,NA,"http://www.1000steine.com/brickset/images/70200-1.jpg",10.99,14.99,19.99,14.99,"Other","Retail"
"70201","CHI Eris",2013,"Legends Of Chima","Constraction",67,NA,"http://www.1000steine.com/brickset/images/70201-1.jpg",10.99,14.99,19.99,14.99,"Other","Retail"
"70202","CHI Gorzan",2013,"Legends Of Chima","Constraction",59,NA,"http://www.1000steine.com/brickset/images/70202-1.jpg",10.99,14.99,19.99,14.99,"Other","Retail"
"70203","CHI Cragger",2013,"Legends Of Chima","Constraction",65,NA,"http://www.1000steine.com/brickset/images/70203-1.jpg",10.99,14.99,19.99,14.99,"Other","Retail"
"70204","CHI Worriz",2013,"Legends Of Chima","Constraction",55,NA,"http://www.1000steine.com/brickset/images/70204-1.jpg",10.99,14.99,19.99,14.99,"Other","Retail"
"70205","CHI Razar",2013,"Legends Of Chima","Constraction",68,NA,"http://www.1000steine.com/brickset/images/70205-1.jpg",10.99,14.99,19.99,14.99,"Other","Retail"
"70400","Forest Ambush",2013,"Castle","",90,4,"http://www.1000steine.com/brickset/images/70400-1.jpg",7.99,11.99,14.99,9.99,"Box","Retail"
"70401","Gold Getaway",2013,"Castle","",199,3,"http://www.1000steine.com/brickset/images/70401-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70402","The Gatehouse Raid",2013,"Castle","",248,4,"http://www.1000steine.com/brickset/images/70402-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"70403","Dragon Mountain",2013,"Castle","",376,5,"http://www.1000steine.com/brickset/images/70403-1.jpg",34.99,49.99,59.99,49.99,"Box","Retail"
"70404","King's Castle",2013,"Castle","",996,7,"http://www.1000steine.com/brickset/images/70404-1.jpg",79.99,99.99,129.99,99.99,"Box","Retail"
"70500","Kai's Fire Mech",2013,"Ninjago","",102,2,"http://www.1000steine.com/brickset/images/70500-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"70501","Warrior Bike",2013,"Ninjago","",210,2,"http://www.1000steine.com/brickset/images/70501-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70502","Cole's Earth Driller",2013,"Ninjago","",171,2,"http://www.1000steine.com/brickset/images/70502-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70503","The Golden Dragon",2013,"Ninjago","",252,3,"http://www.1000steine.com/brickset/images/70503-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"70504","Garmatron",2013,"Ninjago","",328,3,"http://www.1000steine.com/brickset/images/70504-1.jpg",29.99,39.99,49.99,39.99,"Box","Retail"
"70505","Temple of Light",2013,"Ninjago","",565,5,"http://www.1000steine.com/brickset/images/70505-1.jpg",59.99,69.99,89.99,64.99,"Box","Retail"
"70700","Space Swarmer",2013,"Space","Galaxy Squad",86,2,"http://www.1000steine.com/brickset/images/70700-1.jpg",7.99,11.99,14.99,9.99,"Box","Retail"
"70701","Swarm Interceptor",2013,"Space","Galaxy Squad",218,2,"http://www.1000steine.com/brickset/images/70701-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70702","Warp Stinger",2013,"Space","Galaxy Squad",310,3,"http://www.1000steine.com/brickset/images/70702-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"70703","Star Slicer",2013,"Space","Galaxy Squad",311,3,"http://www.1000steine.com/brickset/images/70703-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail - limited"
"70704","Vermin Vaporizer",2013,"Space","Galaxy Squad",506,3,"http://www.1000steine.com/brickset/images/70704-1.jpg",49.99,59.99,74.99,49.99,"Box","Retail"
"70705","Bug Obliterator",2013,"Space","Galaxy Squad",711,4,"http://www.1000steine.com/brickset/images/70705-1.jpg",59.99,79.99,99.99,69.99,"Box","Retail"
"70706","Crater Creeper",2013,"Space","Galaxy Squad",171,2,"http://www.1000steine.com/brickset/images/70706-1.jpg",17.99,19.99,24.99,19.99,"Not specified","Not specified"
"70707","CLS-89 Eradicator Mech",2013,"Space","Galaxy Squad",440,2,"http://www.1000steine.com/brickset/images/70707-1.jpg",34.99,39.99,49.99,39.99,"Not specified","Not specified"
"70708","Hive Crawler",2013,"Space","Galaxy Squad",560,3,"http://www.1000steine.com/brickset/images/70708-1.jpg",49.99,69.99,89.99,59.99,"Not specified","Not specified"
"70709","Galactic Titan",2013,"Space","Galaxy Squad",1012,5,"http://www.1000steine.com/brickset/images/70709-1.jpg",79.99,99.99,129.99,99.99,"Not specified","Not specified"
"71000","Waiter",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-1.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Alien Avenger",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-11.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Plumber",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-16.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Roman Emperor",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-5.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Battle Mech",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-13.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Fortune Teller",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-9.jpg",1.99,2.99,3.49,2.49,"Foil pack","Retail"
"71000","Hollywood Starlet",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-3.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Heroic Knight",2013,"Collectable Minifigures","Series 09",10,1,"http://www.1000steine.com/brickset/images/71000-4.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Judge",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-10.jpg",1.99,2.99,3.49,2.49,"Foil pack","Retail"
"71000","Mr. Good and Evil",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-14.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Policeman",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-6.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Mermaid",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-12.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Forest Maiden",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-15.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Cyclops",2013,"Collectable Minifigures","Series 09",6,1,"http://www.1000steine.com/brickset/images/71000-2.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Chicken Suit Guy",2013,"Collectable Minifigures","Series 09",4,1,"http://www.1000steine.com/brickset/images/71000-7.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","Roller Derby Girl",2013,"Collectable Minifigures","Series 09",7,1,"http://www.1000steine.com/brickset/images/71000-8.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71000","LEGO Minifigures Series 9 {Random bag}",2013,"Collectable Minifigures","Series 09",7,NA,"http://www.1000steine.com/brickset/images/71000-0.jpg",1.99,2.99,NA,NA,"Foil pack","Not specified"
"71001","LEGO Minifigures Series 10 {Random bag}",2013,"Collectable Minifigures","Series 10",7,NA,"http://www.1000steine.com/brickset/images/71001-0.jpg",1.99,2.99,NA,NA,"Foil pack","Not specified"
"71001","Librarian",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-1.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Medusa",2013,"Collectable Minifigures","Series 10",5,1,"http://www.1000steine.com/brickset/images/71001-2.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Roman Commander",2013,"Collectable Minifigures","Series 10",8,1,"http://www.1000steine.com/brickset/images/71001-3.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Warrior Woman",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-4.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Tomahawk Warrior",2013,"Collectable Minifigures","Series 10",6,1,"http://www.1000steine.com/brickset/images/71001-5.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Skydiver",2013,"Collectable Minifigures","Series 10",5,1,"http://www.1000steine.com/brickset/images/71001-6.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Bumblebee Girl",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-7.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Grandpa",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-8.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Paintball Player",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-9.jpg",1.99,2.99,3.49,2.49,"Foil pack","Retail"
"71001","Sea Captain",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-10.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Sad Clown",2013,"Collectable Minifigures","Series 10",6,1,"http://www.1000steine.com/brickset/images/71001-11.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Revolutionary Soldier",2013,"Collectable Minifigures","Series 10",6,1,"http://www.1000steine.com/brickset/images/71001-12.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Baseball Fielder",2013,"Collectable Minifigures","Series 10",5,1,"http://www.1000steine.com/brickset/images/71001-13.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Trendsetter",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-14.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Decorator",2013,"Collectable Minifigures","Series 10",7,1,"http://www.1000steine.com/brickset/images/71001-15.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Motorcycle Mechanic",2013,"Collectable Minifigures","Series 10",6,1,"http://www.1000steine.com/brickset/images/71001-16.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71001","Mr Gold",2013,"Collectable Minifigures","Series 10",8,1,"http://www.1000steine.com/brickset/images/71001-19.jpg",1.99,2.99,NA,NA,"Not specified","Not specified"
"71002","LEGO Minifigures Series 11 {Random bag}",2013,"Collectable Minifigures","Series 11",7,NA,"http://www.1000steine.com/brickset/images/71002-0.jpg",1.99,2.99,NA,NA,"Not specified","Not specified"
"71002","Yeti",2013,"Collectable Minifigures","Series 11",5,1,"http://www.1000steine.com/brickset/images/71002-8.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Evil Mech",2013,"Collectable Minifigures","Series 11",8,1,"http://www.1000steine.com/brickset/images/71002-4.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Welder",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-10.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Lady Robot",2013,"Collectable Minifigures","Series 11",5,1,"http://www.1000steine.com/brickset/images/71002-16.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Saxophone Player",2013,"Collectable Minifigures","Series 11",6,1,"http://www.1000steine.com/brickset/images/71002-12.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Constable",2013,"Collectable Minifigures","Series 11",6,1,"http://www.1000steine.com/brickset/images/71002-15.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Holiday Elf",2013,"Collectable Minifigures","Series 11",8,1,"http://www.1000steine.com/brickset/images/71002-7.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Pretzel Girl",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-3.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Scarecrow",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-2.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Mountain Climber",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-9.jpg",1.99,2.99,3.49,2.49,"Foil pack","Retail"
"71002","Grandma",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-14.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Island Warrior",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-5.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Gingerbread Man",2013,"Collectable Minifigures","Series 11",5,1,"http://www.1000steine.com/brickset/images/71002-6.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Barbarian",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-1.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Diner Waitress",2013,"Collectable Minifigures","Series 11",10,1,"http://www.1000steine.com/brickset/images/71002-13.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","Scientist",2013,"Collectable Minifigures","Series 11",7,1,"http://www.1000steine.com/brickset/images/71002-11.jpg",1.99,2.99,NA,NA,"Foil pack","Retail"
"71002","LEGO Collectable Minifigures Series 11 - Complete",2013,"Collectable Minifigures","Series 11",109,16,"http://www.1000steine.com/brickset/images/71002-17.jpg",1.99,NA,NA,NA,"Foil pack","Retail"
"71002","LEGO Minifigures Series 11 - Sealed Box",2013,"Collectable Minifigures","Series 11",NA,NA,"http://www.1000steine.com/brickset/images/71002-18.jpg",1.99,2.99,3.49,2.49,"Box","Retail"
"75000","Clone Troopers vs. Droidekas",2013,"Star Wars","Episode II",124,4,"http://www.1000steine.com/brickset/images/75000-1.jpg",11.99,12.99,15.99,16.99,"Box","Retail"
"75001","Republic Troopers vs. Sith Troopers",2013,"Star Wars","The Old Republic",63,4,"http://www.1000steine.com/brickset/images/75001-1.jpg",11.99,12.99,15.99,16.99,"Box","Retail"
"75002","AT-RT",2013,"Star Wars","The Clone Wars",222,4,"http://www.1000steine.com/brickset/images/75002-1.jpg",19.99,19.99,24.99,26.99,"Box","Retail"
"75003","A-wing Starfighter",2013,"Star Wars","Episode IV-VI",177,3,"http://www.1000steine.com/brickset/images/75003-1.jpg",24.99,24.99,29.99,29.99,"Box","Retail"
"75004","Z-95 Headhunter",2013,"Star Wars","The Clone Wars",373,3,"http://www.1000steine.com/brickset/images/75004-1.jpg",39.99,49.99,59.99,49.99,"Box","Retail"
"75005","Rancor Pit",2013,"Star Wars","Episode IV-VI",380,4,"http://www.1000steine.com/brickset/images/75005-1.jpg",59.99,59.99,74.99,69.99,"Box","Retail"
"75006","Jedi Starfighter & Kamino",2013,"Star Wars","Planet Set",61,1,"http://www.1000steine.com/brickset/images/75006-1.jpg",9.99,9.99,12.99,12.99,"Not specified","Not specified"
"75007","Republic Assault Ship & Coruscant",2013,"Star Wars","Planet Set",74,1,"http://www.1000steine.com/brickset/images/75007-1.jpg",9.99,9.99,12.99,12.99,"Not specified","Not specified"
"75008","TIE Bomber & Asteroid Field",2013,"Star Wars","Planet Set",60,1,"http://www.1000steine.com/brickset/images/75008-1.jpg",9.99,9.99,12.99,12.99,"Not specified","Not specified"
"75009","Snowspeeder & Hoth",2013,"Star Wars","Planet Set",69,1,"http://www.1000steine.com/brickset/images/75009-1.jpg",11.99,9.99,NA,12.99,"Not specified","Not specified"
"75010","B-Wing Starfighter & Endor",2013,"Star Wars","Planet Set",83,1,"http://www.1000steine.com/brickset/images/75010-1.jpg",11.99,9.99,NA,12.99,"Not specified","Not specified"
"75011","Tantive IV & Alderaan",2013,"Star Wars","Planet Set",102,1,"http://www.1000steine.com/brickset/images/75011-1.jpg",11.99,9.99,NA,12.99,"Not specified","Not specified"
"75012","BARC Speeder with Sidecar",2013,"Star Wars","The Clone Wars",226,4,"http://www.1000steine.com/brickset/images/75012-1.jpg",24.99,24.99,29.99,29.99,"Box","Retail - limited"
"75013","Umbaran MHC (Mobile Heavy Cannon)",2013,"Star Wars","The Clone Wars",493,4,"http://www.1000steine.com/brickset/images/75013-1.jpg",49.99,49.99,64.99,59.99,"Box","Retail - limited"
"75014","Battle of Hoth",2013,"Star Wars","Episode IV-VI",426,7,"http://www.1000steine.com/brickset/images/75014-1.jpg",39.99,49.99,64.99,49.99,"Box","Retail - limited"
"75015","Corporate Alliance Tank Droid",2013,"Star Wars","Episode II",271,3,"http://www.1000steine.com/brickset/images/75015-1.jpg",19.99,19.99,24.99,26.99,"Not specified","Not specified"
